State, Year, Enrolled Agencies, Participating, Enrolled
FL,2020,"Tallahassee Police Department",Yes,Yes
FL,2020,"Tarpon Springs Police Department",Yes,Yes
FL,2020,"Temple Terrace Police Department",Yes,Yes
FL,2020,"University of Central Florida",Yes,Yes
FL,2020,"University of Florida",Yes,Yes
FL,2020,"Venice Police Department",Yes,Yes
FL,2020,"Volusia County Sheriff's Office",Yes,Yes
FL,2020,"Walton County Sheriff's Office",,Yes
FL,2020,"Winter Springs Police Department",,Yes
GA,2020,"Acworth Police Department",Yes,Yes
GA,2020,"Adairsville Police Department",Yes,Yes
GA,2020,"Alpharetta Police Department",Yes,Yes
GA,2020,"Americus Police Department",Yes,Yes
GA,2020,"Athens-Clarke County Police Department",Yes,Yes
GA,2020,"Atlanta Police Department",,Yes
GA,2020,"Atlanta Public Schools",Yes,Yes
GA,2020,"Brookhaven Police Department",Yes,Yes
GA,2020,"Burke County Sheriff's Office",Yes,Yes
GA,2020,"Byron Police Department",Yes,Yes
GA,2020,"Canton Police Department",Yes,Yes
GA,2020,"Carrollton Police Department",Yes,Yes
GA,2020,"Catoosa County Sheriff's Office",,Yes
GA,2020,"Chamblee Police Department",Yes,Yes
GA,2020,"Chatham County Police Department",Yes,Yes
GA,2020,"Cherokee County Sheriff's Office",Yes,Yes
GA,2020,"Clarkston Police Department",Yes,Yes
GA,2020,"Clayton County Police Department",,Yes
GA,2020,"Clayton Police Department",,Yes
GA,2020,"Cobb County Police Department",Yes,Yes
GA,2020,"Cobb County Sheriff's Office",,Yes
GA,2020,"College Park Police Department",Yes,Yes
GA,2020,"Conyers Police Department",Yes,Yes
GA,2020,"DeKalb County Police Department",Yes,Yes
GA,2020,"Dunwoody  Police Department",Yes,Yes
GA,2020,"Elberton Police Department",Yes,Yes
GA,2020,"Ellijay Police Department",Yes,Yes
GA,2020,"Fairburn Police Department",,Yes
GA,2020,"Fulton County Marshal",Yes,Yes
GA,2020,"Fulton County Police Department",Yes,Yes
GA,2020,"Fulton County Sheriff's Office",Yes,Yes
GA,2020,"Georgia Bureau of Investigation, Headquarters",Yes,Yes
GA,2020,"Georgia Department of Public Safety",Yes,Yes
GA,2020,"Georgia Institute of Technology",Yes,Yes
GA,2020,"Georgia State Board of Pardons and Paroles, Office of Internal Affairs and Training",Yes,Yes
GA,2020,"Georgia State University",Yes,Yes
GA,2020,"Gwinnett County Police Department",Yes,Yes
GA,2020,"Gwinnett County Sheriff's Office",Yes,Yes
GA,2020,"Hall County Sheriff's Office",Yes,Yes
GA,2020,"Hiawassee Police Department",Yes,Yes
GA,2020,"Hiram Police Department",,Yes
GA,2020,"Holly Springs Police Department",,Yes
GA,2020,"Jefferson Police Department",Yes,Yes
GA,2020,"Johns Creek Police Department",,Yes
GA,2020,"Kennesaw Police Department",Yes,Yes
GA,2020,"Kennesaw State University",Yes,Yes
GA,2020,"LaGrange Police Department",Yes,Yes
GA,2020,"Lawrenceville Police Department",Yes,Yes
GA,2020,"Metropolitan Atlanta Rapid Transit Authority",Yes,Yes
GA,2020,"Monroe Police Department",,Yes
GA,2020,"Montezuma Police Department",,Yes
GA,2020,"Moultrie Police Department",,Yes
GA,2020,"Newnan Police Department",,Yes
GA,2020,"Pine Lake Police Department",Yes,Yes
GA,2020,"Riverdale Police Department",Yes,Yes
GA,2020,"Rockdale County Sheriff's Office",Yes,Yes
GA,2020,"Rome Police Department",Yes,Yes
GA,2020,"Roswell Police Department",Yes,Yes
GA,2020,"Sandy Springs Police Department",Yes,Yes
GA,2020,"Savannah-Chatham Metropolitan Police Department",Yes,Yes
GA,2020,"Snellville Police Department",Yes,Yes
GA,2020,"Suwanee Police Department",Yes,Yes
GA,2020,"Troup County Sheriff's Office",Yes,Yes
GA,2020,"Union City Police Department",Yes,Yes
GA,2020,"Walker County Sheriff's Office",,Yes
HI,2020,"Honolulu Police Department",Yes,Yes
IA,2020,"Ames Police Department",Yes,Yes
IA,2020,"Burlington Police Department",Yes,Yes
IA,2020,"Cedar Rapids Police Department",Yes,Yes
IA,2020,"Davenport Police Department",Yes,Yes
IA,2020,"Grinnell Police Department",Yes,Yes
IA,2020,"Iowa City Police Department",Yes,Yes
IA,2020,"Marshalltown Police Department",Yes,Yes
IA,2020,"Mount Vernon Police Department",Yes,Yes
IA,2020,"North Liberty Police Department",Yes,Yes
IA,2020,"Waukee Police Department",Yes,Yes
IA,2020,"West Des Moines Police Department",Yes,Yes
IA,2020,"Windsor Heights Police Department",Yes,Yes
IA,2020,"Winneshiek County Sheriff's Office",Yes,Yes
ID,2020,"Aberdeen Police Department",Yes,Yes
ID,2020,"Ada County Sheriff's Office",Yes,Yes
ID,2020,"Adams County Sheriff's Office",Yes,Yes
ID,2020,"American Falls Police Department",Yes,Yes
ID,2020,"Arco Police Department",Yes,Yes
ID,2020,"Ashton Police Department",Yes,Yes
ID,2020,"Bannock County Sheriff's Office",Yes,Yes
ID,2020,"Bear Lake County Sheriff's Office",Yes,Yes
ID,2020,"Bellevue Police Department",Yes,Yes
ID,2020,"Benewah County Sheriff's Office",Yes,Yes
ID,2020,"Bingham County Sheriff's Office",Yes,Yes
ID,2020,"Blackfoot Police Department",Yes,Yes
ID,2020,"Blaine County Sheriff's Office",Yes,Yes
ID,2020,"Boise County Sheriff's Office",Yes,Yes
ID,2020,"Boise Police Department",Yes,Yes
ID,2020,"Bonner County Sheriff's Office",Yes,Yes
ID,2020,"Bonners Ferry Police Department",Yes,Yes
ID,2020,"Bonneville County Sheriff's Office",Yes,Yes
ID,2020,"Boundary County Sheriff's Office",Yes,Yes
ID,2020,"Buhl Police Department",Yes,Yes
ID,2020,"Burley Police Department",Yes,Yes
ID,2020,"Butte County Sheriff's Office",Yes,Yes
ID,2020,"Caldwell Police Department",Yes,Yes
ID,2020,"Camas County Sheriff's Office",Yes,Yes
ID,2020,"Canyon County Sheriff's Office",Yes,Yes
ID,2020,"Caribou County Sheriff's Office",Yes,Yes
ID,2020,"Cassia County Sheriff's Office",Yes,Yes
ID,2020,"Chubbuck Police Department",Yes,Yes
ID,2020,"Clark County Sheriff's Office",Yes,Yes
ID,2020,"Clearwater County Sheriff's Office",,Yes
ID,2020,"Coeur d'Alene Police Department",Yes,Yes
ID,2020,"Cottonwood Police Department",Yes,Yes
ID,2020,"Council Police Department",Yes,Yes
ID,2020,"Custer County Sheriff's Office",Yes,Yes
ID,2020,"Elmore County Sheriff's Office",Yes,Yes
ID,2020,"Emmett Police Department",Yes,Yes
ID,2020,"Filer Police Department",Yes,Yes
ID,2020,"Firth Police Department",Yes,Yes
ID,2020,"Franklin County Sheriff's Office",Yes,Yes
ID,2020,"Fremont County Sheriff's Office",Yes,Yes
ID,2020,"Fruitland Police Department",Yes,Yes
ID,2020,"Garden City Police Department",Yes,Yes
ID,2020,"Gem County Sheriff's Office",Yes,Yes
ID,2020,"Glenns Ferry Police Department",Yes,Yes
ID,2020,"Gooding County Sheriff's Office",Yes,Yes
ID,2020,"Gooding Police Department",Yes,Yes
ID,2020,"Grangeville Police Department",Yes,Yes
ID,2020,"Hagerman Police Department",Yes,Yes
ID,2020,"Hailey Police Department",Yes,Yes
ID,2020,"Heyburn Police Department",Yes,Yes
ID,2020,"Homedale Police Department",,Yes
ID,2020,"Idaho Attorney Generals, Investigative Division",Yes,Yes
ID,2020,"Idaho City Police Department",,Yes
ID,2020,"Idaho County Sheriff's Office",Yes,Yes
ID,2020,"Idaho Falls Police Department",Yes,Yes
ID,2020,"Idaho State Police",Yes,Yes
ID,2020,"Jefferson County Sheriff's Office",Yes,Yes
ID,2020,"Jerome County Sheriff's Office",Yes,Yes
ID,2020,"Jerome Police Department",Yes,Yes
ID,2020,"Kellogg Police Department",Yes,Yes
ID,2020,"Ketchum Police Department",Yes,Yes
ID,2020,"Kimberly Police Department",Yes,Yes
ID,2020,"Kootenai County Sheriff's Office",Yes,Yes
ID,2020,"Kuna Police Department",Yes,Yes
ID,2020,"Latah County Sheriff's Office",Yes,Yes
ID,2020,"Lava Hot Springs Police Department",Yes,Yes
ID,2020,"Lemhi County Sheriff's Office",Yes,Yes
ID,2020,"Lewis County Sheriff's Office",Yes,Yes
ID,2020,"Lewiston Police Department",Yes,Yes
ID,2020,"Lincoln County Sheriff's Office",Yes,Yes
ID,2020,"Madison County Sheriff's Office",,Yes
ID,2020,"McCall Police Department",Yes,Yes
ID,2020,"Meridian Police Department",Yes,Yes
ID,2020,"Middleton Police Department",,Yes
ID,2020,"Minidoka County Sheriff's Office",Yes,Yes
ID,2020,"Montpelier Police Department",Yes,Yes
ID,2020,"Moscow Police Department",Yes,Yes
ID,2020,"Mountain Home Police Department",Yes,Yes
ID,2020,"Nampa Police Department",Yes,Yes
ID,2020,"New Plymouth Police Department",Yes,Yes
ID,2020,"Nez Perce County Sheriff's Office",Yes,Yes
ID,2020,"Oneida County Sheriff's Office",Yes,Yes
ID,2020,"Orofino Police Department",Yes,Yes
ID,2020,"Osburn Police Department",Yes,Yes
ID,2020,"Owyhee County Sheriff's Office",,Yes
ID,2020,"Parma Police Department",Yes,Yes
ID,2020,"Payette County Sheriff's Office",Yes,Yes
ID,2020,"Payette Police Department",Yes,Yes
ID,2020,"Pierce Police Department",,Yes
ID,2020,"Pinehurst Police Department",Yes,Yes
ID,2020,"Pocatello Police Department",Yes,Yes
ID,2020,"Ponderay Police Department",Yes,Yes
ID,2020,"Post Falls Police Department",Yes,Yes
ID,2020,"Potlatch Police Department",Yes,Yes
ID,2020,"Power County Sheriff's Office",Yes,Yes
ID,2020,"Preston Police Department",Yes,Yes
ID,2020,"Priest River Police Department",Yes,Yes
ID,2020,"Rathdrum Police Department",Yes,Yes
ID,2020,"Rexburg Police Department",Yes,Yes
ID,2020,"Rigby Police Department",Yes,Yes
ID,2020,"Rupert Police Department",,Yes
ID,2020,"Salmon Police Department",Yes,Yes
ID,2020,"Sandpoint Police Department",Yes,Yes
ID,2020,"Shelley Police Department",Yes,Yes
ID,2020,"Shoshone County Sheriff's Office",Yes,Yes
ID,2020,"Shoshone Police Department",,Yes
ID,2020,"Smelterville Police Department",Yes,Yes
ID,2020,"Soda Springs Police Department",,Yes
ID,2020,"Spirit Lake Police Department",Yes,Yes
ID,2020,"St. Anthony Police Department",Yes,Yes
ID,2020,"State Police, Alcohol Beverage Control",Yes,Yes
ID,2020,"State Police, Boise",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 1",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 2",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 3",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 4",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 5",Yes,Yes
ID,2020,"State Police, Bureau of Narcotics, Region 6",Yes,Yes
ID,2020,"State Police, Coeur d' Alene",Yes,Yes
ID,2020,"State Police, Idaho Falls",Yes,Yes
ID,2020,"State Police, Lewiston",Yes,Yes
ID,2020,"State Police, Pocatello",Yes,Yes
ID,2020,"State Police, Twin Falls",Yes,Yes
ID,2020,"Sun Valley Police Department",Yes,Yes
ID,2020,"Teton County Sheriff's Office",Yes,Yes
ID,2020,"Twin Falls County Sheriff's Office",Yes,Yes
ID,2020,"Twin Falls Police Department",Yes,Yes
ID,2020,"Ucon Police Department",Yes,Yes
ID,2020,"Valley County Sheriff's Office",Yes,Yes
ID,2020,"Wallace Police Department",,Yes
ID,2020,"Washington County Sheriff's Office",Yes,Yes
ID,2020,"Weiser Police Department",,Yes
ID,2020,"Wendell Police Department",Yes,Yes
ID,2020,"Wilder Police Department",Yes,Yes
IL,2020,"Arlington Heights Police Department",Yes,Yes
IL,2020,"Assumption Police Department",Yes,Yes
IL,2020,"Bartlett Police Department",Yes,Yes
IL,2020,"Bradley University",Yes,Yes
IL,2020,"Buffalo Grove Police Department",Yes,Yes
IL,2020,"Burr Ridge Police Department",Yes,Yes
IL,2020,"Calumet City Police Department",,Yes
IL,2020,"Carbondale Police Department",Yes,Yes
IL,2020,"Cary Police Department",,Yes
IL,2020,"Chicago Police Department",Yes,Yes
IL,2020,"Colfax Police Department",,Yes
IL,2020,"Crystal Lake Police Department",Yes,Yes
IL,2020,"Deerfield Police Department",Yes,Yes
IL,2020,"Downers Grove Police Department",Yes,Yes
IL,2020,"East Moline Police Department",Yes,Yes
IL,2020,"Elgin Police Department",Yes,Yes
IL,2020,"Elmhurst Police Department",Yes,Yes
IL,2020,"Fox Lake Police Department",Yes,Yes
IL,2020,"Glencoe Police Department",Yes,Yes
IL,2020,"Havana Police Department",Yes,Yes
IL,2020,"Hinsdale Police Department",,Yes
IL,2020,"Illinois State Police",,Yes
IL,2020,"Illinois State University",Yes,Yes
IL,2020,"Itasca Police Department",Yes,Yes
IL,2020,"Kendall County Sheriff's Office",Yes,Yes
IL,2020,"Lake County Sheriff's Office",Yes,Yes
IL,2020,"Lake In the Hills Police Department",Yes,Yes
IL,2020,"Lincolnshire Police Department",Yes,Yes
IL,2020,"Lisle Police Department",Yes,Yes
IL,2020,"Metra Police Department",,Yes
IL,2020,"Metropolis Police Department",Yes,Yes
IL,2020,"Midlothian Police Department",,Yes
IL,2020,"Monee Police Department",Yes,Yes
IL,2020,"Mount Olive Police Department",Yes,Yes
IL,2020,"Mundelein Police Department",Yes,Yes
IL,2020,"Naperville Police Department",,Yes
IL,2020,"Normal Police Department",Yes,Yes
IL,2020,"Northlake Police Department",Yes,Yes
IL,2020,"Oswego Police Department",Yes,Yes
IL,2020,"Park Forest Police Department",Yes,Yes
IL,2020,"Park Ridge Police Department",Yes,Yes
IL,2020,"Riverwoods Police Department",Yes,Yes
IL,2020,"Rockford Police Department",Yes,Yes
IL,2020,"Salem Police Department",Yes,Yes
IL,2020,"Schaumburg Police Department",Yes,Yes
IL,2020,"Skokie Police Department",Yes,Yes
IL,2020,"South Beloit Police Department",,Yes
IL,2020,"Springfield Police Department",Yes,Yes
IL,2020,"State Police, District 9",Yes,Yes
IL,2020,"Sycamore Police Department",Yes,Yes
IL,2020,"Trenton Police Department",Yes,Yes
IL,2020,"University of Illinois, Urbana",Yes,Yes
IL,2020,"Urbana Police Department",Yes,Yes
IL,2020,"West Chicago Police Department",Yes,Yes
IL,2020,"West Dundee Police Department",Yes,Yes
IL,2020,"Wilmette Police Department",Yes,Yes
IL,2020,"Wilmington Police Department",Yes,Yes
IL,2020,"Winnetka Police Department",Yes,Yes
IL,2020,"Worth Police Department",,Yes
IN,2020,"Bartholomew County Sheriff's Office",Yes,Yes
IN,2020,"Bloomington Police Department",Yes,Yes
IN,2020,"Butler University",,Yes
IN,2020,"Carmel Police Department",Yes,Yes
IN,2020,"Cedar Lake Police Department",Yes,Yes
IN,2020,"Frankfort Police Department",Yes,Yes
IN,2020,"Goshen Police Department",Yes,Yes
IN,2020,"Hammond Police Department",Yes,Yes
IN,2020,"Indianapolis Police Department",Yes,Yes
IN,2020,"Lawrence Police Department",,Yes
IN,2020,"Marion County Sheriff's Office",,Yes
IN,2020,"Portland Police Department",,Yes
IN,2020,"Spencer County Sheriff's Office",,Yes
IN,2020,"St. John Police Department",Yes,Yes
IN,2020,"Terre Haute Police Department",Yes,Yes
IN,2020,"West Lafayette Police Department",Yes,Yes
KS,2020,"Abilene Police Department",Yes,Yes
KS,2020,"Allen County Sheriff's Office",Yes,Yes
KS,2020,"Americus Police Department",,Yes
KS,2020,"Andale Police Department",Yes,Yes
KS,2020,"Anderson County Sheriff's Office",Yes,Yes
KS,2020,"Andover Police Department",Yes,Yes
KS,2020,"Anthony Police Department",Yes,Yes
KS,2020,"Argonia Police Department",,Yes
KS,2020,"Arkansas City Police Department",Yes,Yes
KS,2020,"Assaria Police Department",Yes,Yes
KS,2020,"Atchison County Sheriff's Office",Yes,Yes
KS,2020,"Atchison Police Department",Yes,Yes
KS,2020,"Attica Police Department",Yes,Yes
KS,2020,"Atwood Police Department",Yes,Yes
KS,2020,"Auburn Police Department",,Yes
KS,2020,"Augusta Police Department",Yes,Yes
KS,2020,"Baldwin City Police Department",Yes,Yes
KS,2020,"Basehor Police Department",Yes,Yes
KS,2020,"Belle Plaine Police Department",Yes,Yes
KS,2020,"Belleville Police Department",Yes,Yes
KS,2020,"Beloit Police Department",Yes,Yes
KS,2020,"Benton Police Department",Yes,Yes
KS,2020,"Blue Valley School District",Yes,Yes
KS,2020,"Bonner Springs Police Department",Yes,Yes
KS,2020,"Bourbon County Sheriff's Office",Yes,Yes
KS,2020,"Bronson Police Department",Yes,Yes
KS,2020,"Bucklin Police Department",Yes,Yes
KS,2020,"Burden Police Department",Yes,Yes
KS,2020,"Burlingame Police Department",,Yes
KS,2020,"Burlington Police Department",Yes,Yes
KS,2020,"Bushton Police Department",,Yes
KS,2020,"Butler Community College",Yes,Yes
KS,2020,"Butler County Sheriff's Office",Yes,Yes
KS,2020,"Caldwell Police Department",Yes,Yes
KS,2020,"Canton Police Department",Yes,Yes
KS,2020,"Carbondale Police Department",Yes,Yes
KS,2020,"Cawker City Police Department",Yes,
KS,2020,"Chanute Police Department",Yes,Yes
KS,2020,"Chapman Police Department",Yes,Yes
KS,2020,"Chase County Sheriff's Office",Yes,Yes
KS,2020,"Chase Police Department",Yes,Yes
KS,2020,"Chautauqua County Sheriff's Office",Yes,Yes
KS,2020,"Cheney Police Department",Yes,Yes
KS,2020,"Cherokee County Sheriff's Office",Yes,Yes
KS,2020,"Cherokee Police Department",Yes,Yes
KS,2020,"Cherryvale Police Department",Yes,Yes
KS,2020,"Chetopa Police Department",Yes,Yes
KS,2020,"Cheyenne County Sheriff's Office",Yes,Yes
KS,2020,"Cimarron Police Department",Yes,
KS,2020,"Claflin Police Department",Yes,Yes
KS,2020,"Clark County Sheriff's Office",Yes,Yes
KS,2020,"Clay Center Police Department",Yes,Yes
KS,2020,"Clay County Sheriff's Office",Yes,Yes
KS,2020,"Clearwater Police Department",Yes,Yes
KS,2020,"Clifton Police Department",Yes,
KS,2020,"Cloud County Sheriff's Office",Yes,Yes
KS,2020,"Clyde Police Department",Yes,
KS,2020,"Coffey County Sheriff's Office",Yes,Yes
KS,2020,"Coffeyville Police Department",Yes,Yes
KS,2020,"Colby Police Department",Yes,Yes
KS,2020,"Colony Police Department",Yes,Yes
KS,2020,"Colwich Police Department",Yes,Yes
KS,2020,"Comanche  County Sheriff's Office",Yes,Yes
KS,2020,"Concordia Police Department",Yes,Yes
KS,2020,"Council Grove Police Department",Yes,Yes
KS,2020,"Cowley County Sheriff's Office",Yes,Yes
KS,2020,"Crawford County Sheriff's Office",Yes,Yes
KS,2020,"Derby Police Department",Yes,Yes
KS,2020,"Dickinson County Sheriff's Office",Yes,Yes
KS,2020,"Dodge City Police Department",Yes,Yes
KS,2020,"Douglas County Sheriff's Office",Yes,Yes
KS,2020,"Douglass Police Department",Yes,
KS,2020,"Downs Police Department",Yes,
KS,2020,"Edgerton Police Department",Yes,
KS,2020,"Edna Police Department",Yes,
KS,2020,"Edwards County Sheriff's Office",Yes,Yes
KS,2020,"Edwardsville Police Department",Yes,Yes
KS,2020,"El Dorado Police Department",Yes,Yes
KS,2020,"El Dorado School District",Yes,Yes
KS,2020,"Ellinwood Police Department",Yes,Yes
KS,2020,"Ellis County Sheriff's Office",Yes,Yes
KS,2020,"Ellis Police Department",Yes,Yes
KS,2020,"Ellsworth County Sheriff's Office",Yes,Yes
KS,2020,"Ellsworth Police Department",Yes,Yes
KS,2020,"Elwood Police Department",Yes,Yes
KS,2020,"Emporia Police Department",Yes,Yes
KS,2020,"Emporia State University",Yes,Yes
KS,2020,"Ensign Police Department",Yes,
KS,2020,"Enterprise Police Department",Yes,
KS,2020,"Eskridge Police Department",Yes,
KS,2020,"Eudora Police Department",Yes,Yes
KS,2020,"Eureka Police Department",Yes,
KS,2020,"Fairway Police Department",Yes,Yes
KS,2020,"Finney County Sheriff's Office",,Yes
KS,2020,"Ford County Sheriff's Office",Yes,Yes
KS,2020,"Fort Hays State University",Yes,Yes
KS,2020,"Fort Scott Police Department",Yes,Yes
KS,2020,"Franklin County Sheriff's Office",Yes,Yes
KS,2020,"Fredonia Police Department",Yes,Yes
KS,2020,"Frontenac Police Department",Yes,Yes
KS,2020,"Galena Police Department",Yes,Yes
KS,2020,"Garden City Community College",Yes,Yes
KS,2020,"Garden City Police Department",Yes,Yes
KS,2020,"Garden Plain Police Department",Yes,Yes
KS,2020,"Gardner Police Department",Yes,Yes
KS,2020,"Garnett Police Department",Yes,Yes
KS,2020,"Geary County Sheriff's Office",Yes,Yes
KS,2020,"Geneseo Police Department",Yes,Yes
KS,2020,"Girard Police Department",Yes,Yes
KS,2020,"Goddard Police Department",Yes,Yes
KS,2020,"Goessel Police Department",Yes,Yes
KS,2020,"Goodland Police Department",Yes,Yes
KS,2020,"Grandview Plaza Police Department",Yes,Yes
KS,2020,"Grant County Sheriff's Office",,Yes
KS,2020,"Gray County Sheriff's Office",Yes,Yes
KS,2020,"Great Bend Police Department",Yes,Yes
KS,2020,"Greeley County Sheriff's Office",Yes,Yes
KS,2020,"Greensburg Police Department",Yes,Yes
KS,2020,"Greenwood County Sheriff's Office",Yes,Yes
